feature,n_survivor,n_nonsurvivor,mean_survivor,mean_nonsurvivor,median_survivor,median_nonsurvivor,mean_difference_nonsurvivor_minus_survivor,standardized_mean_difference,welch_t_statistic,welch_p_value,mannwhitney_u_statistic,mannwhitney_p_value,welch_fdr,mannwhitney_fdr,abs_standardized_mean_difference
NISysABP_max,6878,1122,143.99710581393506,143.61882204671718,143.94405151558274,143.94405151558274,-0.37828376721788004,-0.014196287440559544,-0.42681249753559786,0.6695796836106178,3832268.0,0.7137321394506856,0.7215561887310767,0.7553398426473623,0.014196287440559544
Glucose_min,6878,1122,108.92493438198863,108.56238207787048,107.0,107.5,-0.36255230411815376,-0.011835251274350185,-0.3550364487395601,0.7226144207771448,3867108.0,0.9051192529443041,0.7751681968336643,0.9327866536893265,0.011835251274350185
Mg_std,6878,1122,0.24295074746651313,0.24572857134427123,0.216794833886788,0.2121320343559642,0.002777823877758101,0.01088927553771589,0.3090509702426461,0.7573309089282134,3811725.5,0.5136899491311182,0.8087334593079564,0.5664991962380556,0.01088927553771589
NIDiasABP_count,6878,1122,24.71009014248328,24.524064171122994,21.0,19.0,-0.1860259713602872,-0.008850100472226712,-0.2724889970407594,0.7852837940039441,3855770.5,0.9689726872525225,0.8348061954276162,0.9730959752833843,0.008850100472226712
NISysABP_count,6878,1122,24.744111660366386,24.56417112299465,21.0,19.0,-0.17994053737173488,-0.008564194066975945,-0.26368854402016284,0.7920563733448659,3856576.5,0.9779445710452604,0.8349657973221011,0.9779445710452604,0.008564194066975945
HCT_mean,6878,1122,31.41373534798939,31.45216228803727,30.8,30.6125,0.03842694004788072,0.00850103126802124,0.26309958414145385,0.7925099093226722,3866685.0,0.9097998127338677,0.8349657973221011,0.9335337208921426,0.00850103126802124
HCT_median,6878,1122,31.433498785552334,31.471216715598008,30.875,30.700000000000003,0.03771793004567314,0.008285562009407877,0.255786761493255,0.7981506522726959,3862799.5,0.9528532459695723,0.8371713508282499,0.969281750210427,0.008285562009407877
Na_min,6878,1122,136.99252890938033,137.02493979252625,137.0,137.0,0.03241088314592844,0.006753332795766359,0.19429073566011087,0.8459772697336649,3945861.0,0.22216314571044948,0.877315880945726,0.25206972301762537,0.006753332795766359
GCS_missing,6878,1122,0.014996937506573533,0.0142602495543672,0.0,0.0,-0.0007366879522063326,-0.006136693312419874,-0.19224429854475295,0.8475763595577352,3850269.0,0.5963602193754579,0.877315880945726,0.645600971433982,0.006136693312419874
Temp_missing,6878,1122,0.014996937506573533,0.0142602495543672,0.0,0.0,-0.0007366879522063326,-0.006136693312419874,-0.19224429854475295,0.8475763595577352,3850269.0,0.5963602193754579,0.877315880945726,0.645600971433982,0.006136693312419874
Na_first,6878,1122,138.85941434940275,138.89232101341727,139.0,139.0,0.03290666401451858,0.006422394153410983,0.18535362458155727,0.8529792229217066,3922996.0,0.3676108104976663,0.8790528236223701,0.41312452989261544,0.006422394153410983
NIMAP_count,6878,1122,24.358679848793255,24.25579322638146,21.0,19.0,-0.1028866224117948,-0.0049417636020449825,-0.15200070049508171,0.8792069850563157,3862053.0,0.9611012805790164,0.8982374392783139,0.9699107153035565,0.0049417636020449825
HR_missing,6878,1122,0.014851364438173479,0.0142602495543672,0.0,0.0,-0.0005911148838062784,-0.0049361482315821,-0.15436374554080448,0.8773433517046432,3850830.0,0.6201150847083814,0.8982374392783139,0.6682518721058357,0.0049361482315821
HCT_first,6878,1122,31.95072101876852,31.978804491000886,31.9,31.8,0.028083472232367512,0.004663430726159776,0.14289933246147427,0.8863891366054296,3851117.5,0.9173900404244707,0.901671707926213,0.9372469677063857,0.004663430726159776
pH_median,6878,1122,7.419659121089593,7.424732157144615,7.41,7.4,0.005073036055022406,0.003618531531388774,0.11793626344481761,0.9061326736589387,3592925.0,0.0001910426936842048,0.9177996179549764,0.0002835602245878763,0.003618531531388774
pH_first,6878,1122,7.439294955414911,7.442924408169402,7.42,7.39,0.0036294527544908917,0.001511796361021522,0.04404531153385273,0.9648746521258739,3371683.0,8.050944989801257e-12,0.9731214440243856,2.2353211971683493e-11,0.001511796361021522
SysABP_max,6878,1122,158.60418565692157,158.61882524521718,158.60623885918002,158.60623885918002,0.014639588295608519,0.0005581401013703267,0.01637235113876633,0.986939681192395,3869796.0,0.8738292732808886,0.991139424516618,0.9044899495363583,0.0005581401013703267
WBC_max,6878,1122,16.641444331964596,16.649848923621906,13.5,14.7,0.008404591657310334,7.852763200869927e-05,0.004543067873915129,0.9963752930618779,4264567.0,1.511743627081177e-08,0.9963752930618779,3.243377236283253e-08,7.852763200869927e-05
